category,category_name,item_id,item_name,formula,molar_mass_g_mol,basis,concentration_pct,temperature_c,density_kg_l
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,85.0,10.0,0.8422
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,86.0,10.0,0.8394
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,87.0,10.0,0.8367
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,88.0,10.0,0.834
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,89.0,10.0,0.8314
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,90.0,10.0,0.8287
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,91.0,10.0,0.8261
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,92.0,10.0,0.8234
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,93.0,10.0,0.8208
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,94.0,10.0,0.818
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,95.0,10.0,0.8152
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,96.0,10.0,0.8124
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,97.0,10.0,0.8096
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,98.0,10.0,0.8068
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,99.0,10.0,0.804
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,100.0,10.0,0.8009
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,0.0,15.56,0.9990153
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,1.0,15.56,0.9973
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,2.0,15.56,0.9955
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,3.0,15.56,0.9938
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,4.0,15.56,0.9921
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,5.0,15.56,0.9904
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,6.0,15.56,0.9889
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,7.0,15.56,0.9872
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,8.0,15.56,0.9857
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,9.0,15.56,0.9841
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,10.0,15.56,0.9826
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,11.0,15.56,0.9811
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,12.0,15.56,0.9796
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,13.0,15.56,0.9781
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,14.0,15.56,0.9766
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,15.0,15.56,0.9752
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,16.0,15.56,0.9738
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,17.0,15.56,0.9723
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,18.0,15.56,0.9709
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,19.0,15.56,0.9695
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,20.0,15.56,0.968
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,21.0,15.56,0.9666
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,22.0,15.56,0.9652
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,23.0,15.56,0.9638
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,24.0,15.56,0.9624
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,25.0,15.56,0.9609
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,26.0,15.56,0.9595
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,27.0,15.56,0.958
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,28.0,15.56,0.9565
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,29.0,15.56,0.955
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,30.0,15.56,0.9535
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,31.0,15.56,0.9521
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,32.0,15.56,0.9505
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,33.0,15.56,0.9489
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,34.0,15.56,0.9473
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,35.0,15.56,0.9456
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,36.0,15.56,0.944
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,37.0,15.56,0.9422
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,38.0,15.56,0.9405
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,39.0,15.56,0.9387
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,40.0,15.56,0.9369
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,41.0,15.56,0.9351
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,42.0,15.56,0.9333
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,43.0,15.56,0.9315
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,44.0,15.56,0.9297
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,45.0,15.56,0.9279
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,46.0,15.56,0.9261
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,47.0,15.56,0.9242
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,48.0,15.56,0.9223
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,49.0,15.56,0.9204
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,50.0,15.56,0.9185
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,51.0,15.56,0.9166
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,52.0,15.56,0.9146
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,53.0,15.56,0.9126
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,54.0,15.56,0.9106
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,55.0,15.56,0.9086
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,56.0,15.56,0.9065
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,57.0,15.56,0.9045
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,58.0,15.56,0.9024
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,59.0,15.56,0.9002
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,60.0,15.56,0.898
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,61.0,15.56,0.8958
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,62.0,15.56,0.8936
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,63.0,15.56,0.8913
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,64.0,15.56,0.889
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,65.0,15.56,0.8867
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,66.0,15.56,0.8844
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,67.0,15.56,0.882
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,68.0,15.56,0.8797
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,69.0,15.56,0.8771
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,70.0,15.56,0.8748
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,71.0,15.56,0.8726
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,72.0,15.56,0.8702
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,73.0,15.56,0.8678
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,74.0,15.56,0.8653
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,75.0,15.56,0.8629
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,76.0,15.56,0.8604
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,77.0,15.56,0.8579
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,78.0,15.56,0.8554
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,79.0,15.56,0.8529
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,80.0,15.56,0.8503
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,81.0,15.56,0.8478
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,82.0,15.56,0.8452
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,83.0,15.56,0.8426
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,84.0,15.56,0.84
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,85.0,15.56,0.8374
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,86.0,15.56,0.8347
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,87.0,15.56,0.832
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,88.0,15.56,0.8294
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,89.0,15.56,0.8267
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,90.0,15.56,0.8239
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,91.0,15.56,0.8212
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,92.0,15.56,0.8185
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,93.0,15.56,0.8157
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,94.0,15.56,0.8129
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,95.0,15.56,0.8101
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,96.0,15.56,0.8073
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,97.0,15.56,0.8045
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,98.0,15.56,0.8016
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,99.0,15.56,0.7987
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,100.0,15.56,0.7959
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,0.0,20.0,0.9982063
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,1.0,20.0,0.9965
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,2.0,20.0,0.9948
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,3.0,20.0,0.9931
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,4.0,20.0,0.9914
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,5.0,20.0,0.9896
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,6.0,20.0,0.988
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,7.0,20.0,0.9863
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,8.0,20.0,0.9847
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,9.0,20.0,0.9831
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,10.0,20.0,0.9815
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,11.0,20.0,0.9799
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,12.0,20.0,0.9784
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,13.0,20.0,0.9768
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,14.0,20.0,0.9754
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,15.0,20.0,0.974
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,16.0,20.0,0.9725
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,17.0,20.0,0.971
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,18.0,20.0,0.9696
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,19.0,20.0,0.9681
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,20.0,20.0,0.9666
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,21.0,20.0,0.9651
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,22.0,20.0,0.9636
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,23.0,20.0,0.9622
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,24.0,20.0,0.9607
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,25.0,20.0,0.9592
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,26.0,20.0,0.9576
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,27.0,20.0,0.9562
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,28.0,20.0,0.9546
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,29.0,20.0,0.9531
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,30.0,20.0,0.9515
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,31.0,20.0,0.9499
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,32.0,20.0,0.9483
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,33.0,20.0,0.9466
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,34.0,20.0,0.945
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,35.0,20.0,0.9433
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,36.0,20.0,0.9416
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,37.0,20.0,0.9398
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,38.0,20.0,0.9381
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,39.0,20.0,0.9363
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,40.0,20.0,0.9345
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,41.0,20.0,0.9327
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,42.0,20.0,0.9309
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,43.0,20.0,0.929
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,44.0,20.0,0.9272
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,45.0,20.0,0.9252
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,46.0,20.0,0.9234
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,47.0,20.0,0.9214
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,48.0,20.0,0.9196
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,49.0,20.0,0.9176
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,50.0,20.0,0.9156
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,51.0,20.0,0.9135
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,52.0,20.0,0.9114
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,53.0,20.0,0.9094
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,54.0,20.0,0.9073
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,55.0,20.0,0.9052
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,56.0,20.0,0.9032
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,57.0,20.0,0.901
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,58.0,20.0,0.8988
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,59.0,20.0,0.8968
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,60.0,20.0,0.8946
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,61.0,20.0,0.8924
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,62.0,20.0,0.8902
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,63.0,20.0,0.8879
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,64.0,20.0,0.8856
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,65.0,20.0,0.8834
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,66.0,20.0,0.8811
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,67.0,20.0,0.8787
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,68.0,20.0,0.8763
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,69.0,20.0,0.8738
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,70.0,20.0,0.8715
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,71.0,20.0,0.869
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,72.0,20.0,0.8665
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,73.0,20.0,0.8641
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,74.0,20.0,0.8616
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,75.0,20.0,0.8592
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,76.0,20.0,0.8567
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,77.0,20.0,0.8542
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,78.0,20.0,0.8518
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,79.0,20.0,0.8494
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,80.0,20.0,0.8469
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,81.0,20.0,0.8446
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,82.0,20.0,0.842
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,83.0,20.0,0.8394
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,84.0,20.0,0.8366
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,85.0,20.0,0.834
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,86.0,20.0,0.8314
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,87.0,20.0,0.8286
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,88.0,20.0,0.8258
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,89.0,20.0,0.823
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,90.0,20.0,0.8202
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,91.0,20.0,0.8174
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,92.0,20.0,0.8146
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,93.0,20.0,0.8118
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,94.0,20.0,0.809
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,95.0,20.0,0.8062
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,96.0,20.0,0.8034
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,97.0,20.0,0.8005
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,98.0,20.0,0.7976
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,99.0,20.0,0.7948
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,weight,100.0,20.0,0.7917
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,0,0.0,0.99984283
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,1.253,0.0,0.9981
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,2.502,0.0,0.9963
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,3.746,0.0,0.9946
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,4.986,0.0,0.993
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,6.222,0.0,0.9914
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,7.454,0.0,0.9899
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,8.682,0.0,0.9884
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,9.907,0.0,0.987
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,11.128,0.0,0.9856
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,12.345,0.0,0.9842
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,13.559,0.0,0.9829
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,14.77,0.0,0.9816
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,15.977,0.0,0.9804
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,17.181,0.0,0.9792
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,18.382,0.0,0.978
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,19.579,0.0,0.9769
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,20.773,0.0,0.9758
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,21.963,0.0,0.9747
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,23.149,0.0,0.9736
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,24.332,0.0,0.9725
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,25.512,0.0,0.9714
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,26.688,0.0,0.9702
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,27.86,0.0,0.969
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,29.029,0.0,0.9678
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,30.193,0.0,0.9666
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,31.354,0.0,0.9654
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,32.51,0.0,0.9642
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,33.662,0.0,0.9629
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,34.809,0.0,0.9616
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,35.952,0.0,0.9604
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,37.091,0.0,0.959
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,38.224,0.0,0.9576
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,39.352,0.0,0.9563
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,40.476,0.0,0.9549
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,41.594,0.0,0.9534
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,42.708,0.0,0.952
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,43.816,0.0,0.9505
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,44.919,0.0,0.949
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,46.016,0.0,0.9475
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,47.109,0.0,0.9459
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,48.195,0.0,0.9443
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,49.277,0.0,0.9427
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,50.353,0.0,0.9411
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,51.422,0.0,0.9395
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,52.486,0.0,0.9377
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,53.544,0.0,0.936
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,54.595,0.0,0.9342
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,55.639,0.0,0.9324
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,56.678,0.0,0.9306
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,57.712,0.0,0.9287
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,58.739,0.0,0.9269
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,59.759,0.0,0.925
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,60.773,0.0,0.923
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,61.781,0.0,0.9211
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,62.783,0.0,0.9191
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,63.778,0.0,0.9172
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,64.767,0.0,0.9151
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,65.75,0.0,0.9131
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,66.725,0.0,0.9111
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,67.693,0.0,0.909
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,68.654,0.0,0.9068
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,69.607,0.0,0.9046
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,70.552,0.0,0.9024
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,71.49,0.0,0.9002
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,72.42,0.0,0.898
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,73.344,0.0,0.8958
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,74.262,0.0,0.8935
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,75.172,0.0,0.8913
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,76.077,0.0,0.8891
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,76.976,0.0,0.8869
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,77.864,0.0,0.8847
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,78.746,0.0,0.8824
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,79.618,0.0,0.8801
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,80.48,0.0,0.8778
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,81.336,0.0,0.8754
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,82.182,0.0,0.8729
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,83.022,0.0,0.8705
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,83.855,0.0,0.868
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,84.68,0.0,0.8657
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,85.499,0.0,0.8634
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,86.31,0.0,0.861
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,87.11,0.0,0.8585
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,87.899,0.0,0.856
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,88.677,0.0,0.8535
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,89.448,0.0,0.851
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,90.212,0.0,0.8483
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,90.968,0.0,0.8456
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,91.716,0.0,0.8428
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,92.456,0.0,0.84
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,93.188,0.0,0.8374
alcohol,醇类,methanol,甲醇,CH3OH,32.04186,volume,93.912,0.0,0.8347
